FlowDuration,TotLenFwdPkts,FwdPktLenMean,BwdPktLenMean,FlowIATMean,PktLenVar,Label
130981,724,807.1805255395337,793.5113567579933,1502.2541980566295,222126.6065633094,DDoS
85654,348,1216.3481339922637,761.1174895832849,31271.329514145807,557135.9064113188,Benign
167845,734,699.8000583231476,109.61672802905653,58814.37067295981,1543177.728935628,Benign
120346,327,1261.8608081152415,430.06770055405264,13828.317340474772,702487.6645666567,Benign
68435,346,960.371121681683,147.93623797371546,42612.23709724855,1623962.9813714202,Benign
57886,953,234.94873512245636,342.5241384240959,55232.1497374278,639042.9036149516,Benign
67803,701,1393.2248485888756,49.14010340786614,59888.309475731716,327110.0768276363,Benign
32551,588,761.764092017782,179.13967023727162,27441.172100037515,871696.7190272164,Benign
117216,1415,579.0087001522564,290.6182371191196,40002.96359862914,904549.024578278,DDoS
12394,351,939.8035820338608,350.9180001968439,77833.92290675588,32216.437098673945,Benign
70092,912,197.00597387440274,781.9970065671146,94121.46941206855,234090.14541265226,Benign
4890,1122,909.3271731170283,646.292516547185,86188.03311182573,369852.0375456349,DDoS
42606,963,722.6186006740185,589.927955449557,56428.35017334319,227174.6347573498,DDoS
88313,794,599.0099944980873,429.6330517935794,41029.28029439465,683052.1508427276,Benign
142699,74,1336.577028591514,671.9982084834747,33295.66143714182,1929245.711234036,Benign
9792,484,755.4286175882719,271.4582685245689,12495.656608401807,1018445.076654156,Benign
175073,132,345.80859728441686,567.1192902186528,10655.124721611297,1255112.047741293,DDoS
155969,1270,669.6006971593532,795.0271803025377,68835.76249136576,712772.9570460564,DDoS
69148,392,1291.172996173108,251.70312714815904,25979.441617116037,646975.5232862921,Benign
125243,942,287.7288862963028,539.2140279071739,25466.16864324468,46293.543830016715,DDoS
121174,1395,338.8420022291198,675.4518913219059,99819.50544777857,1000667.3113520448,Benign
155555,901,67.58991647206307,732.6460666805378,18792.59578737954,967218.0135033326,Benign
125358,198,69.15656668428569,574.3461527520815,14805.975948882966,315661.45236224605,DDoS
49555,996,1169.678696393992,226.886338733709,9868.522775992062,1528648.0004134073,Benign
18159,63,1038.3655192379904,261.0257212551572,57980.53451667962,985348.6606220059,Benign
111510,443,529.3054262101437,16.606425699171368,62786.38260021014,677987.9403231465,Benign
107530,844,992.7200622572232,608.7087821372078,36522.79262568819,293817.8180458539,DDoS
81077,555,583.5280005184597,34.1916848495611,53541.333551146774,1104321.6539420248,Benign
36920,771,1336.410674597067,691.7218836821966,78839.95309449125,1505634.0521776194,DDoS
199193,1427,1355.521119925147,94.92849157963104,81810.41683217484,563998.7053699433,Benign
20457,1445,580.2715973426135,137.5012097087394,95791.20757156482,437588.7031534451,Benign
198629,571,1203.1995735601718,381.22117666578987,82426.79859228745,1043869.9281291539,Benign
79953,995,1093.6702062915792,590.3043321349938,56484.14367174266,310686.6050200339,Benign
53995,191,468.4999151819156,111.20176415926215,17965.6965836846,1333226.7731885698,DDoS
172829,986,363.25376901649304,352.05686005319876,9976.355770284239,1210687.255888461,Benign
10692,647,668.6167780303257,386.28101952808385,5451.18899108592,174164.09918285726,Benign
177830,459,1104.8209348294483,169.82851333487307,66652.58317853838,73040.75876274773,Benign
197769,1313,1346.2265093838064,92.44670134450539,80753.62553979931,1240577.3051771699,Benign
38065,1180,1080.831742969873,669.1367383885116,50868.3950684079,588587.5479774816,DDoS
100299,905,1204.5294297747996,401.9725198102124,5471.417483363994,172891.50634679708,Benign
164678,617,864.1368133301974,11.504988787322379,53547.057459133815,1518857.409912973,Benign
12534,374,1177.80057163687,642.385041047283,93574.92615245504,628088.0060352882,DDoS
41397,1481,1108.9681583046138,784.6350443316678,59761.31909324605,919199.0992764472,DDoS
92387,971,558.9304816004782,484.74095633139785,80942.74884628148,473625.8549075385,DDoS
2016,334,795.1869078629735,402.96670966725657,80015.26483917506,1254634.156715929,Benign
56591,794,1136.416714686088,702.7326904359693,93212.90997806529,602976.8307087189,Benign
24247,1434,112.1765911564411,762.0134317476789,77022.87656498732,1936041.9224552568,Benign
25300,225,1140.9070311803705,603.6295327219684,74770.05140130896,1405895.097233813,DDoS
83798,1309,290.14896746618166,356.3623437874303,23410.266497064058,273444.55274693156,DDoS
10268,676,744.8228831139426,473.7771194651524,5992.515532108145,833389.6793469335,Benign
87807,1331,1141.1718434005159,560.7482920143993,51759.94650538077,770842.1994597572,Benign
13185,1300,392.6584555115381,155.41885680144114,12443.42079467552,1068494.2214407662,Benign
195776,569,381.84004306330655,357.76082577315043,96219.58762779913,1683861.3489585065,Benign
171171,60,593.73193792404,663.857011773828,28992.47626330286,1166844.0303660035,DDoS
140643,950,1257.7677767298067,523.7802787987544,85294.4203384293,123113.35519999855,Benign
39044,906,50.597754940230644,328.9632537694833,38762.462520245936,1310831.39360571,Benign
52214,833,1266.8671804666121,530.6900272117451,32319.424985737744,16530.59589171679,DDoS
193300,139,257.6394832661705,94.5779296579679,93515.85723766212,1559920.921080786,Benign
115752,791,1386.6166076911009,321.19808845190107,36332.257208622395,1333272.144822484,DDoS
49984,517,1339.043440601932,634.502830370445,39028.79086631365,617571.316705172,Benign
41774,1361,717.8115059482325,176.4070297093184,10609.177961290916,584883.6091790315,Benign
3568,979,742.172334547048,148.76920604593414,67044.66652825093,1596545.9930926112,Benign
121151,565,700.0916093724032,760.6549279331451,28883.94144775135,1566673.383849241,DDoS
194664,373,907.8489216403556,167.91810366898457,58560.41678395072,704604.7087535199,Benign
199635,41,172.47429801715688,208.73486372013446,59135.17040532095,597895.4561595606,Benign
134767,414,94.03423026111479,775.6927511234703,71919.9695595767,1119649.57776558,DDoS
125375,332,127.89895336146346,587.7668562120206,74524.14861724412,16731.31996828836,Benign
180262,876,649.8932214760445,559.6772264188226,51445.24344015394,165334.07597308457,Benign
137330,1044,421.98971794630256,682.3411070836651,33099.1947603403,252339.18029747347,Benign
40504,592,889.7534092008416,92.65846578943541,83745.08948347339,370823.6356543484,Benign
165231,357,1389.7970906559517,564.7649892640057,30986.56494084847,1024036.2533509382,DDoS
14986,420,571.536283653229,402.95088746259114,50750.90944693315,1984483.829722244,DDoS
62858,53,824.685693041093,663.320512227312,40125.258320372806,1305226.803494707,DDoS
130312,543,611.0652594749029,406.51337493215544,85507.83859696881,122597.58889844718,DDoS
13666,270,1193.8167514245101,496.1930834151297,43191.85311458288,1051158.7481244835,Benign
39660,1147,1268.0191446740214,382.19370111962877,38609.918883748425,993290.4247790088,DDoS
135633,169,1234.430076477101,382.5271388446753,68982.36928976375,288335.631636099,Benign
27854,877,1365.4025222169978,614.3759824494653,60244.110986144275,1840544.7376048155,Benign
65505,1208,87.15089993956065,502.85312051782654,10724.683349584608,881530.4953507379,Benign
105488,930,1183.7518188964668,506.6105612875283,50816.88063439632,1989118.2812194794,Benign
184323,67,1064.892433602776,360.22598706522064,73547.83883332476,840144.5905043286,DDoS
23662,105,358.73745269049243,424.8875970700221,99207.47645913562,1215915.4053672184,Benign
9392,1226,1341.032126073162,596.5741329638298,62914.68339703191,209525.07290288014,Benign
31535,1292,250.04020311042638,660.7527352895346,37029.30664413178,908455.6476137384,Benign
114569,300,967.3924016307764,557.2491217152369,22615.15998021184,477531.7880079466,Benign
53256,1487,353.6017927014818,739.2583910765464,87283.02341533203,1671129.59714247,Benign
90135,499,632.3638758450008,656.2592705177608,81456.52121135028,1567839.1697350799,DDoS
128478,340,1020.8658608751681,449.49103184761475,23392.282077938486,1648359.999250717,Benign
36222,958,810.488266744613,537.1248581149895,20063.209014657346,1447218.8755159029,DDoS
78373,1366,627.1274722929508,741.0466215369568,71513.67768111757,1665366.4472401023,Benign
124684,326,490.5568817581827,495.3344353944467,31495.206191875946,401657.5003498417,Benign
195407,1458,1183.540535206867,659.8455583838645,30639.87983619578,904087.5531596033,Benign
11965,1073,244.14937292499852,551.0484028719897,15229.024706765525,1383693.7598919363,DDoS
25538,669,630.63888331523,441.54908884837323,26397.55197098299,1274784.9958702698,Benign
109066,309,1270.0727218964419,193.47055633228248,42750.75575926496,1432708.9657481739,DDoS
114252,631,1191.8968931209563,340.7980155747425,73283.83372724155,448516.7663024634,DDoS
140182,883,591.2713793386131,774.1942598669725,33630.80944137498,196869.41808997947,DDoS
159338,901,1080.196290861766,526.21230661808,32860.43394798427,1833613.1561495527,DDoS
185064,1424,1161.26712145696,451.5163042711917,28491.325255243584,1120343.791134717,DDoS
99806,1320,1249.9980224049002,746.3653004225819,47828.3667511043,307651.84901482187,Benign
138982,172,785.0827882164577,469.20942482995895,18063.669794131532,1586873.1637747232,DDoS
111989,1339,326.02219617386095,420.8660147339224,48563.073403212555,1829859.873258565,Benign
91982,1011,394.6672532803077,607.4486841201642,70417.55561946899,339127.03714221815,DDoS
122626,552,449.18780995616567,570.1324951892356,2979.050403262218,1634824.910538221,Benign
120176,352,851.6333490929809,154.52800672674618,977.9380305761864,1866450.1226382565,Benign
132278,615,94.29299257362139,377.04661965929694,7512.291015450923,1876723.2005920347,Benign
123409,925,908.6573328529572,378.0123542556682,53566.00617281121,1828312.9233070023,Benign
24419,1347,541.8782218781132,302.5796121946758,85445.50831854035,1092842.0247202055,Benign
182708,1184,448.57643336101694,413.8347857218025,488.4466020251943,712422.6345077385,Benign
51015,1170,1237.3203704829707,330.48591818171536,93666.1304584681,14545.615388018574,DDoS
123096,726,671.0032340340786,159.4763915769465,10627.851157053581,121824.45374305417,Benign
108059,1267,178.32161146913526,329.89318981974486,84198.35280582264,857678.0305947813,Benign
186340,204,1166.1081368354335,57.82155805854128,48285.47649829468,798652.2927830206,DDoS
111687,344,114.31569753928392,460.62869021952923,65935.7387278844,369427.8191397664,Benign
88939,195,1031.1114526270655,682.9236391528896,51068.29844471824,790960.0560633136,Benign
150213,1430,1094.773399390398,580.2296674836442,47704.82251793546,349300.1309107362,DDoS
106878,659,526.0135180039586,288.315232043289,83489.94283643915,1697582.5055516812,DDoS
188116,1314,1163.4636059750121,69.65696446184654,75588.63795678163,596389.7557511977,Benign
199286,996,746.1401979062122,161.7195193802166,48340.22365230042,1197128.70031662,Benign
165899,373,675.4464319182757,436.39227239586853,11163.59293960616,1005686.1239981736,Benign
187892,1008,111.29442998273494,165.64566670642628,11540.295931440814,103764.15518798443,Benign
63623,550,441.539411426023,435.178489027974,80153.94607190754,1884467.4389823324,Benign
76450,1356,1306.8634606951548,185.27921981111913,52939.062134753345,1054451.9565009666,DDoS
94426,1083,578.962350432725,679.1390955808582,48158.91402193626,650115.2867836306,DDoS
118845,321,788.0457027516372,317.81717827236776,68056.6841360715,316253.1392661365,DDoS
154371,836,768.2292666287399,196.44050075559284,85884.15834142602,677053.2694536715,Benign
44585,1064,847.081971260636,649.8609441976492,62887.31444133052,41023.20604677901,DDoS
110225,158,132.79679011843152,274.2711718443606,76284.79023464791,727116.3106965955,Benign
65044,1098,538.9379439782832,89.19015027102554,76527.0524116957,1062971.8546090096,Benign
174629,237,1026.2231697414481,456.3275931229133,35626.144879295905,1743732.4917018896,Benign
181152,524,320.75633894852695,465.251363550391,27408.31956409957,1374748.8353955953,Benign
110556,1122,324.83080968758657,571.7565401885873,80116.40671751587,223164.6262664828,DDoS
3693,876,63.622319030183384,192.17554656670845,37717.87917842435,295492.6488759222,Benign
96259,1224,640.6006009210831,355.0170712737961,90333.60065227051,856246.7356367493,Benign
26939,1048,1241.6914139091198,225.89433523412498,6969.069673011963,391415.50327757566,Benign
180997,730,120.06627384286716,64.7629888925505,5821.751207533965,55699.555165511505,DDoS
175013,1269,308.01025781960357,701.2910616127133,92700.41601014083,1610029.7602361403,Benign
153906,1075,468.61412676271937,583.0958435906729,64845.49141814349,39045.14139598825,Benign
19047,529,1037.8283943616873,241.17044756704055,37959.93564483323,1661379.2103960281,Benign
27105,315,914.8580502834918,479.4983942975891,75506.04148161827,288207.926065932,Benign
76766,732,611.5242711855043,161.01103050757794,67232.68099936412,1949356.8216142324,Benign
147779,281,1074.7430679988072,712.1892974366167,53120.10468195962,1207747.8236523801,Benign
154048,1279,873.0018657368176,91.92507468952824,9887.334266265136,1469965.943259791,Benign
45262,1314,1259.6550795372457,3.069716406240719,81217.95872927515,220967.25593612975,Benign
126117,165,1154.3361113372355,401.6065581913457,86602.31906806247,1724208.1469029603,DDoS
24776,256,391.29836822042074,466.5022587622954,17216.86885526491,1678384.685743077,DDoS
162152,1369,416.4420798061703,463.17225623664353,85051.16519770666,1305985.4630834353,Benign
129376,1248,219.2312423197206,43.60954195026103,87784.73110165642,1004549.7291907748,Benign
198914,1102,504.9023797185663,251.23504553474598,54942.8612288516,1442978.3462633449,Benign
193445,1286,1399.3842902707772,399.35915747306547,65617.9036222687,11856.430673756302,Benign
138848,1247,597.7640776303324,173.2633485017927,38223.73200144914,1184881.5107969188,DDoS
93787,534,347.6593868302936,698.1007083887171,28179.1647509266,1694812.2698584732,DDoS
128948,466,1079.3518940419965,69.68743156914724,72198.31469516447,713799.7743495097,Benign
56016,1241,782.3358546745857,389.9075533376343,86187.51490158081,216578.71296583363,Benign
141546,958,251.96195686138591,553.1328460105217,65407.75529557475,841754.4994864124,Benign
190125,1491,563.9310695671688,209.40088010758595,51159.06106465492,1454208.8981170137,Benign
22959,1357,609.5341159781135,499.3925895980145,15892.476684417155,214602.42074134506,Benign
137602,190,1067.6700957684452,663.5081201138996,5345.871260481816,412097.12042577995,Benign
120101,423,77.90634800407102,152.26958007603804,44569.179024674646,295103.69365739985,DDoS
4748,347,413.17652317771916,733.7764734598902,4934.956369742127,1593895.5111504497,Benign
14545,1399,748.7550067759547,442.8468261298864,56933.46319072251,125785.24490497368,Benign
128659,785,412.9431023113385,239.38560344084846,38272.919131777126,1373173.004228866,DDoS
198271,931,898.3859640156485,344.6866203058166,75718.91196819695,732913.8415063827,Benign
166838,414,700.5210970207324,249.75350702911038,30564.849683618344,1511582.4857706046,Benign
74530,1071,538.3088440604339,580.0889279466529,59298.27009674321,1928766.8375680754,Benign
94557,1404,1331.4316462751915,637.0405307321057,53768.352175510045,229090.5991729646,Benign
62087,168,903.4153239017176,666.3499138549288,471.2425522241159,628770.0821349169,DDoS
69840,1054,225.42085256172066,788.614599668593,7238.939826431035,1620250.855437714,DDoS
119451,708,806.1237915485839,633.0274339973469,29036.821248602053,532316.7721023529,DDoS
186456,1415,1103.9880018212164,481.1072565508507,88223.5081020765,430241.19409208186,DDoS
52005,1421,1006.4610916152764,271.376238713427,14701.495489977857,1650755.9557379435,Benign
178648,556,282.3204595486002,435.6763589685995,71089.43304605417,1974164.7280119406,DDoS
40353,125,1362.7669987041395,32.85453823232434,97336.65661522873,1113761.1802959314,DDoS
194075,1238,655.8984217579181,595.8600604239305,79056.75526911551,556097.4966666785,Benign
53733,1256,264.6837550493527,356.7644360736814,24294.536168704395,797131.923200108,Benign
66318,350,293.2642680729997,16.018583785750096,90836.52604130816,340260.654767218,Benign
155736,1182,182.61723945525867,50.00555320832865,9310.715650839007,1523774.557781505,Benign
68172,1281,1134.7494463871612,309.9731710574053,46814.194187073575,1546948.035645536,Benign
94264,466,214.74116733449569,466.73721521474806,88754.19077264138,1750241.9847649888,DDoS
27736,1477,218.91909714135838,371.36315916170133,64126.570925686974,53205.12719312775,DDoS
113859,153,1198.136679927131,495.3634538337239,41364.45647276988,1123962.6832527586,Benign
113181,1208,515.2155140042055,384.23540703308464,29281.286673716877,428510.8686863688,Benign
132926,342,91.6581708158978,529.3630763850774,37509.940531835,681766.0309847143,DDoS
91084,783,120.05865434985468,175.3008517366407,50894.17810092862,1569911.230573015,DDoS
170695,627,241.930103050259,90.27454974689712,31904.39298728074,384067.30472299235,Benign
8392,1026,338.08101976718086,477.147163700528,96896.78620822997,1276683.5011621793,DDoS
56680,384,947.9473622218472,387.75161354904594,93307.76530661451,1309132.3824471964,DDoS
178789,853,262.3904780024681,21.494123235948237,87067.14682143208,1908187.8298046014,DDoS
51859,840,210.4804280890472,304.3855083944287,42182.98355226534,1550321.857057874,Benign
126657,1064,1082.3708409929768,84.9004683927964,69130.17693352289,1607270.294307387,Benign
158381,1210,955.9246332108845,425.08546540215616,90282.93070359646,1063201.498035787,DDoS
195806,1350,637.6876989645689,316.6221437283446,85042.9487678928,373561.61432474136,Benign
71467,1116,791.5681914981403,490.5215288824143,41432.701402020764,851126.7314367032,DDoS
184734,1367,471.17842744066496,644.4817750161907,11238.604932226071,1098979.1470236408,Benign
99506,1132,701.3755673177369,239.73494707319264,7563.036383454946,1356838.5034274247,Benign
110751,400,734.0080761267068,769.681683332022,57706.404522570265,1215418.2236638544,Benign
119906,1283,572.7703160904294,428.5076004700596,64262.79352109316,787955.657834487,Benign
144760,1049,1273.8724844074197,494.6326390038304,84984.2604597024,530626.2139916829,DDoS
26342,743,71.6835177243583,544.5378985805896,29251.502034103105,336461.6864073662,Benign
169229,614,1105.9312051731824,533.3852238860718,16747.04905500425,1387690.7725445325,DDoS
199935,1224,217.91682217578784,408.77659443604966,37900.58331781995,1290797.34862497,DDoS
107308,1152,1126.6889367252193,343.0114328917468,35357.512363227506,1374744.9315156133,Benign
184155,727,881.4810861635737,43.02557134190232,13246.895401785474,745054.9056055897,DDoS
107081,820,1188.4254227641431,17.668676240943793,67228.26525131521,524815.64514149,Benign
197805,624,181.64433961521158,286.36895562621174,50869.19407293759,1519442.6573618506,DDoS
90045,628,804.623856034695,266.9287125069541,72112.27561147662,1547294.7901106682,Benign
35698,1222,726.4686383539661,310.1561238712054,35269.11201697347,911232.7479336812,Benign
111078,528,1003.3607970005341,110.69456071055201,32570.22115777023,1223808.1695346483,Benign
81623,1010,771.2922450564623,590.5346164294749,47257.58530438556,747039.3284634824,DDoS
23671,1387,779.9916656296907,685.5715318209911,87740.7345395147,1403894.4002396134,DDoS
157256,1444,629.9545238276874,750.971708299228,4028.1306733980337,1671443.1932957426,Benign
94384,1165,466.92647240991016,393.88984281570066,80483.2817296472,1376466.554671299,Benign
174179,533,701.0568876904595,560.6925593003429,36898.76126577565,1025165.2536942731,Benign
87202,58,209.9646843373408,684.440898748698,85461.90257884777,917315.9189847406,DDoS
52663,436,1348.0430076271643,334.63288887478876,80220.30088358565,1284639.3019514885,Benign
16708,1040,1014.4545308959076,247.5302358963555,34876.12473960884,1359621.7832026605,DDoS
92906,1342,1335.8306075285932,749.3796446827921,69387.6535321616,1117458.887049078,Benign
50811,890,356.0819661454504,412.5412408616585,15963.275677344012,1249884.55021479,Benign
134883,1428,1237.1103772383128,397.8031092727024,89628.1552163788,193177.36498906446,DDoS
57250,1394,1141.8664791607769,142.7328772507966,40449.10644519094,1903531.0322846535,DDoS
113547,1407,964.1557568178595,86.5240116586854,45562.56153552002,1581546.1274640681,DDoS
125249,861,893.7894012150277,673.6854899868093,70575.90510369849,747855.7394135676,Benign
35754,494,477.3420481116245,491.30654095001444,82084.0236704851,1125625.22190726,DDoS
143483,764,1152.1545597027914,260.65966721555895,23634.274332820958,94649.0602728427,Benign
134983,1128,727.0458729976407,153.38897391221317,66135.01398769954,82455.62799812078,DDoS
199342,1139,145.70362745323524,444.39782413570515,39199.80438891485,501596.6702239254,Benign
140752,750,472.3652671544255,467.1354314089083,36870.29240039613,1379403.2847292465,Benign
85896,182,1312.6510830361922,165.59488099604653,69002.58239406547,1704295.4956000233,Benign
72295,956,1198.4183518165423,681.1245983131791,38718.327415593434,1118371.7599596968,Benign
101689,867,1375.572692403328,67.41149292468087,34610.85001644077,1064265.479164705,Benign
12111,644,897.7910665155324,284.8744681331373,83588.84081262424,804619.0675829318,DDoS
38504,1480,384.13859873955613,544.3075310100177,10127.612383100637,323195.9119160423,DDoS
133874,344,269.8003170637661,219.29629105536054,67589.26228302107,236708.20265317505,DDoS
9155,775,302.3344948214232,662.1401558250175,24872.539379062462,1521359.522441932,Benign
40384,330,76.72413876879342,591.8942612803228,1549.8241826190306,1855007.1025931512,Benign
113561,141,577.4208498310179,631.2182756385074,16676.4268872692,916566.4327725462,DDoS
48254,1330,308.42736867438236,95.28522870137301,60666.152977586775,1318891.3174312764,Benign
22918,906,605.7348716165483,112.43770239643433,70912.71914859374,1828915.3017618824,Benign
86981,1007,1312.2424829823333,229.1789901956669,2105.778355632004,180227.26586828908,DDoS
192785,1013,631.2292828347064,414.46173215804885,3642.544330172015,1540962.9062380597,Benign
31306,881,1235.279070929527,598.4128613595219,90254.21148429532,1233633.7687511502,Benign
148718,1001,867.4314349314333,669.2247126087228,7330.581811371983,1197274.3576597227,DDoS
47843,981,383.6275987928791,563.4682527657444,89418.21586165713,585080.8569631396,Benign
121975,1066,530.4039249999354,742.8775052245106,22816.59137509058,1367786.7095553537,DDoS
97601,124,163.29137335892972,590.9948076927442,74001.78001582128,1589595.509641553,Benign
108512,367,500.17450135461416,245.01430960369177,30973.324894601206,225716.32988739433,DDoS
148443,855,964.680276429771,212.06502747085807,85875.20256091839,1067042.8619619675,Benign
112472,493,147.3499754547375,556.9539602408719,70045.48654243578,202530.36197481933,DDoS
134121,668,327.2919014453396,154.29645495169143,40181.34586016952,1745148.038595289,Benign
163688,1284,564.9454059079704,74.17184864821591,7630.245417407955,1015273.4453126946,DDoS
104727,1217,1375.7668749715494,425.7782998849551,73270.01838708071,1615931.3785215148,Benign
113893,704,1109.5634609944882,657.3132558231642,61688.475596518154,736171.2753324285,Benign
21932,51,1040.2071077643402,81.10387397589082,291.17178337887407,250156.4536326508,DDoS
118796,1196,206.85779130935208,633.5130590365834,941.9855972445323,82998.60877142295,Benign
30855,343,1104.3444563802384,649.2576034812384,80879.29731926939,563019.241544751,Benign
193506,1356,1110.1128955466204,385.81920006523484,25939.973880185385,488467.4007281571,Benign
175088,1014,861.4886390928432,45.84824800838945,63613.36677280657,1120703.9480399238,Benign
8400,1363,1386.9884056978021,139.67188099774913,45421.441976524744,43477.676127414714,Benign
118858,822,489.0927729981451,565.9410201295459,86343.00145217673,1041141.0885983468,Benign
174714,82,1320.7178051264998,569.4223559927595,91696.11131024886,783543.4840240063,Benign
16151,983,1284.88700519128,718.6842201341323,99680.7712678854,1154244.5398288844,Benign
183479,382,65.49889066166008,466.1489172436663,15368.413580724682,1404835.0563007293,Benign
67690,1389,657.657310740995,99.28589417102191,86296.40464754755,1268183.890159678,Benign
5499,537,1369.0907146196241,97.1319244039777,26602.137672880177,1969288.7387467327,DDoS
7295,403,189.2138392509023,576.9058858854589,59081.587489550766,276530.6877537421,DDoS
121885,930,789.5093374174812,147.02773208632092,50577.28338692109,859474.0178595571,Benign
127071,466,1371.5926345054904,262.70839969328426,1798.8131572387656,849661.4732866223,Benign
60040,1044,799.9188225429112,389.7696055375311,93277.12799060947,834106.4074058413,DDoS
13183,60,306.2506590124106,19.81190206092096,7832.705514921845,1327596.7840853366,Benign
161371,446,835.9473606249962,199.0552216159455,68821.89194077358,979656.1210934449,Benign
144946,658,325.99477483188826,326.311686805824,78500.68362082621,1034865.1196259263,Benign
117336,1054,751.6007549075537,223.709054794565,79528.78490476843,864711.9842935294,DDoS
33711,375,149.95699418166978,109.09626197405267,13549.45189288448,1983398.922037125,Benign
6539,1180,867.4016034394463,582.4098062369579,44756.99505079721,1855122.6976380844,DDoS
185423,1187,747.6664178230135,650.5181241343879,82942.88704339799,615448.3787287419,DDoS
193339,438,1049.2178478279752,205.98318091497987,30267.92103787547,223187.84953333437,Benign
180426,832,901.4456360643597,619.5355956850426,46774.86753746636,1679529.4480772058,DDoS
127063,754,791.9684625165215,308.44285152105107,27279.38926998458,1994340.502851449,Benign
134629,90,981.2014464849635,405.34863268320225,46355.14178853242,585217.788079291,Benign
39360,363,244.32158332251166,684.8008599145222,88783.792259288,715569.8516835325,Benign
134272,828,853.7355426991155,599.9629454419263,45512.423103276946,1883266.3629704057,Benign
179047,180,282.3493138107499,644.0934810529421,55591.20170743204,1422259.0360061799,Benign
22357,509,1299.454980600039,109.47613326908545,40397.628330308355,591276.6635592723,Benign
120121,826,142.25104154156568,55.77554066698358,46011.71832033255,1162092.98256783,Benign
78505,1397,631.005912082571,714.7237832703896,1517.41990464217,1888459.1587285122,Benign
3869,1003,989.3265948348505,310.26741565687547,28374.5509960456,1623626.2138915572,Benign
193207,1047,668.3299857521492,230.30374245574467,43658.172174182444,1483665.4274573193,DDoS
51108,412,174.32859186441817,579.7570034094596,63379.69759927289,1473992.6234540448,Benign
113296,533,797.061671771055,669.1324772638853,45005.193055389216,356040.64858454064,DDoS
95179,790,916.2030769169287,689.9916975186408,33781.704332156405,1649362.478455873,Benign
91272,1219,1000.1196198371854,252.7977129001819,38809.87353441572,552237.2648869163,Benign
39467,330,553.9007495247246,681.7699129613392,24229.332920046654,1860733.315803059,Benign
